web-scraper-order,web-scraper-start-url,name,school,image-src,link,link-href
"1668780926-9637","https://www.edx.org/search?tab=course&subject=Humanities","Strategic Planning for
Public Libraries","MichiganX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Strategic Planning for
Public Libraries…Schools and Partners: MichiganX…Course","https://www.edx.org/course/strategic-planning-for-public-libraries?index=product_value_experiment_a&queryID=ff36695fc427fd35e470489fc3923b0c&position=20"
"1668780926-9638","https://www.edx.org/search?tab=course&subject=Humanities","Technology Innovation for
Sustainable Development","EPFLx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Technology Innovation for
Sustainable Development…Schools and Partners: EPFLx…Course","https://www.edx.org/course/technology-innovation-for-sustainable-development?index=product_value_experiment_a&queryID=ff36695fc427fd35e470489fc3923b0c&position=21"
"1668780926-9639","https://www.edx.org/search?tab=course&subject=Humanities","Sustainable Business
Models in Microfinance","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sustainable Business
Models in Microfinance…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/sustainable-business-models-in-microfinance?index=product_value_experiment_a&queryID=ff36695fc427fd35e470489fc3923b0c&position=22"
"1668780926-9640","https://www.edx.org/search?tab=course&subject=Humanities","Antes de Noé: El diluvio
en la Antigua Babilonia","UNCordobaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Antes de Noé: El diluvio
en la Antigua Babilonia…Schools and Partners: UNCordobaX…Course","https://www.edx.org/course/antes-de-noe-el-diluvio-en-la-antigua-babilonia?index=product_value_experiment_a&queryID=ff36695fc427fd35e470489fc3923b0c&position=23"
"1668780926-9641","https://www.edx.org/search?tab=course&subject=Humanities","Wage Work for Women
Citizens: 1870-1920","ColumbiaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Wage Work for Women
Citizens: 1870-1920…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/wage-work-for-women-citizens-1870-1920?index=product_value_experiment_a&queryID=ff36695fc427fd35e470489fc3923b0c&position=24"
"1668780926-9642","https://www.edx.org/search?tab=course&subject=Humanities","Del trazo caligráfico al
método paleográfico:
experimentando la mate…","UC3Mx","https://prod-discovery.edx-cdn.org/media/course/image/0902ff81-80cc-4213-8302-710632726095-adbea851b26f.jpeg","Del trazo caligráfico al
método paleográfico:
experimentando la mate……Schools and Partners: UC3Mx…Course","https://www.edx.org/course/del-trazo-caligrafico-al-metodo-paleografico-experimentando-la-materialidad-de-los-manuscritos-historicos?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=1"
"1668780926-9643","https://www.edx.org/search?tab=course&subject=Humanities","Future Skills","seakademieX","https://prod-discovery.edx-cdn.org/media/course/image/02ba1f49-226b-4860-a154-e96058c61d68-1b0f0b1cbb1e.png","Future Skills…Schools and Partners: seakademieX…Course","https://www.edx.org/course/future-skills?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=2"
"1668780926-9644","https://www.edx.org/search?tab=course&subject=Humanities","Friendship machine:
forming a new type of
human connections","UIcelandX","https://prod-discovery.edx-cdn.org/media/course/image/006b8e21-9091-4891-8758-757c6146e6d8-4f7d7d5bba61.jpeg","Friendship machine:
forming a new type of
human connections…Schools and Partners: UIcelandX…Course","https://www.edx.org/course/friendship-machine-forming-a-new-type-of-human-connections?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=3"
"1668780926-9645","https://www.edx.org/search?tab=course&subject=Humanities","Transnational Studies -
Japan and the World","UTokyoX","https://prod-discovery.edx-cdn.org/media/course/image/0cb23fc4-6507-47c9-9b71-2d0df7be2be3-0524b18e95e5.png","Transnational Studies -
Japan and the World…Schools and Partners: UTokyoX…Course","https://www.edx.org/course/transnational-studies?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=4"
"1668780926-9646","https://www.edx.org/search?tab=course&subject=Humanities","Utopedia: Educación para
la sociedad del
conocimiento","UC3Mx","https://prod-discovery.edx-cdn.org/media/course/image/6a776122-5c04-4af3-80a1-351cc73c1d91-b5d2aa80bc41.jpg","Utopedia: Educación para
la sociedad del
conocimiento…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/utopedia-educacion-para-la-sociedad-del-conocimien?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=5"
"1668780926-9647","https://www.edx.org/search?tab=course&subject=Humanities","Euro Noir: Cultural
Identity in European
Popular Crime Narratives","KULeuvenX","https://prod-discovery.edx-cdn.org/media/course/image/cf3c764a-5c0d-4fe3-b210-aaf5c88c689c-e0cb2239bbbf.png","Euro Noir: Cultural
Identity in European
Popular Crime Narratives…Schools and Partners: KULeuvenX…Course","https://www.edx.org/course/euro-noir-transcultural-identities-in-european-popular-crime-narratives?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=6"
"1668780926-9648","https://www.edx.org/search?tab=course&subject=Humanities","Revolución 4.0:
implicaciones éticas,
laborales y educativas","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Revolución 4.0:
implicaciones éticas,
laborales y educativas…Schools and Partners: URosarioX…Course","https://www.edx.org/course/revolucion-40-implicaciones-eticas-laborales-y-educativas?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=7"
"1668780926-9649","https://www.edx.org/search?tab=course&subject=Humanities","Sign Language Science:
Factors Contributing to
Nature Structure","GeorgetownX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sign Language Science:
Factors Contributing to
Nature Structure…Schools and Partners: GeorgetownX…Course","https://www.edx.org/course/sign-language-factors-contributing-to-natural-stru?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=8"
"1668780926-9650","https://www.edx.org/search?tab=course&subject=Humanities","Enhancing Catholic
School Identity","KULeuvenX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Enhancing Catholic
School Identity…Schools and Partners: KULeuvenX…Course","https://www.edx.org/course/enhancing-catholic-school-identity-2?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=9"
"1668780926-9651","https://www.edx.org/search?tab=course&subject=Humanities","La geografía del trazo: de
la exploración
paleográfica histórica a l…","UC3Mx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","La geografía del trazo: de
la exploración
paleográfica histórica a l……Schools and Partners: UC3Mx…Course","https://www.edx.org/course/la-geografia-del-trazo-de-la-exploracion-paleografica-historica-a-la-creatividad-caligrafica?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=10"
"1668780926-9652","https://www.edx.org/search?tab=course&subject=Humanities","In the Margins of a
Medieval Jewish Prayer
Book:  What Can Physic…","PennX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","In the Margins of a
Medieval Jewish Prayer
Book:  What Can Physic……Schools and Partners: PennX…Course","https://www.edx.org/course/in-the-margins-of-a-medieval-jewish-prayer-book-what-can-physical-manuscripts-tell-us-about-history?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=11"
"1668780926-9653","https://www.edx.org/search?tab=course&subject=Humanities","Sustainability & Major
Sport Events:
Implementation","HBKUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sustainability & Major
Sport Events:
Implementation…Schools and Partners: HBKUx…Course","https://www.edx.org/course/sustainability-major-sport-events-implementation?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=12"
"1668780926-9654","https://www.edx.org/search?tab=course&subject=Humanities","Laudato Si: On Care for
Our Common Home","SDGAcademyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Laudato Si: On Care for
Our Common Home…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/laudato-si-on-care-for-our-common-home?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=13"
"1668780926-9655","https://www.edx.org/search?tab=course&subject=Humanities","Spiritualités et
interculturalité en
contexte de soins","LouvainX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Spiritualités et
interculturalité en
contexte de soins…Schools and Partners: LouvainX…Course","https://www.edx.org/course/spiritualites-et-interculturalite-en-contexte-de-soins?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=14"
"1668780926-9656","https://www.edx.org/search?tab=course&subject=Humanities","Our Place in the Universe","HKUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Our Place in the Universe…Schools and Partners: HKUx…Course","https://www.edx.org/course/our-place-in-the-universe?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=15"
"1668780926-9657","https://www.edx.org/search?tab=course&subject=Humanities","Innovar el currículo desde
la internacionalización","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Innovar el currículo desde
la internacionalización…Schools and Partners: URosarioX…Course","https://www.edx.org/course/innovar-el-curriculo-desde-la-internacionalizacion?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=16"
"1668780926-9658","https://www.edx.org/search?tab=course&subject=Humanities","Personnel Management
for Public Libraries","MichiganX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Personnel Management
for Public Libraries…Schools and Partners: MichiganX…Course","https://www.edx.org/course/personnel-management-for-public-libraries?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=17"
"1668780926-9659","https://www.edx.org/search?tab=course&subject=Humanities","Information Literacy","TESU","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Information Literacy…Schools and Partners: TESU…Course","https://www.edx.org/course/information-literacy?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=18"
"1668780926-9660","https://www.edx.org/search?tab=course&subject=Humanities","Infrastructure
Management for Public
Libraries","MichiganX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Infrastructure
Management for Public
Libraries…Schools and Partners: MichiganX…Course","https://www.edx.org/course/infrastructure-management-for-public-libraries?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=19"
"1668780926-9661","https://www.edx.org/search?tab=course&subject=Humanities","Introduction to Ci Poems
in the Tang and Song
Dynasty | 唐宋词鉴赏","TsinghuaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Introduction to Ci Poems
in the Tang and Song
Dynasty | 唐宋词鉴赏…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/introduction-to-ci-poems-in-the-tang-and-song-dyna?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=20"
"1668780926-9662","https://www.edx.org/search?tab=course&subject=Humanities","Social Entrepreneurship –
von der Idee zur
Umsetzung","seakademieX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Social Entrepreneurship –
von der Idee zur
Umsetzung…Schools and Partners: seakademieX…Course","https://www.edx.org/course/social-entrepreneurship?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=21"
"1668780926-9663","https://www.edx.org/search?tab=course&subject=Humanities","Teaching with the
Smithsonian: Addressing
21st-Century Challenge…","SmithsonianX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Teaching with the
Smithsonian: Addressing
21st-Century Challenge……Schools and Partners: SmithsonianX…Course","https://www.edx.org/course/teaching-with-the-smithsonian-addressing-21st-century-challenges-in-the-community-college-classroom?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=22"
"1668780926-9664","https://www.edx.org/search?tab=course&subject=Humanities","Incidencia política desde
las comunidades. ODS 16:
Paz, justicia e institucio…","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Incidencia política desde
las comunidades. ODS 16:
Paz, justicia e institucio……Schools and Partners: URosarioX…Course","https://www.edx.org/course/incidencia-politica-desde-las-comunidades-ods-16-paz-justicia-e-instituciones-solidas?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=23"
"1668780926-9665","https://www.edx.org/search?tab=course&subject=Humanities","Corrección de textos
jurídicos","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Corrección de textos
jurídicos…Schools and Partners: URosarioX…Course","https://www.edx.org/course/correccion-de-textos-juridicos?index=product_value_experiment_a&queryID=f5496aa283a5dafa2e88e68d90a13373&position=24"
"1668780926-9666","https://www.edx.org/search?tab=course&subject=Humanities","Sign Language Science:
Factors Contributing to
Natural Learning","GeorgetownX","https://prod-discovery.edx-cdn.org/media/course/image/ee0f4656-b24e-4787-8861-04fc30234e08-8d7bfa3271a5.jpeg","Sign Language Science:
Factors Contributing to
Natural Learning…Schools and Partners: GeorgetownX…Course","https://www.edx.org/course/sign-language-factors-contributing-to-natural-lear?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=1"
"1668780926-9667","https://www.edx.org/search?tab=course&subject=Humanities","Competencies for
seeking, keeping and
advancing in a job","UAMx","https://prod-discovery.edx-cdn.org/media/course/image/6b281793-f522-41e7-8e66-31ae83084527-6bd07af3baa1.jpeg","Competencies for
seeking, keeping and
advancing in a job…Schools and Partners: UAMx…Course","https://www.edx.org/course/competencies-for-seeking-keeping-and-advancing-in-a-job?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=2"
"1668780926-9668","https://www.edx.org/search?tab=course&subject=Humanities","Negoziazione e
comunicazione efficace","FedericaX","https://prod-discovery.edx-cdn.org/media/course/image/d88a4169-faa9-417d-b2ab-5686f0ddacd9-da9c88a04e90.jpg","Negoziazione e
comunicazione efficace…Schools and Partners: FedericaX…Course","https://www.edx.org/course/negoziazione-e-comunicazione-efficace?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=3"
"1668780926-9669","https://www.edx.org/search?tab=course&subject=Humanities","How to Write a Novel:
Writing the Draft","UBCx","https://prod-discovery.edx-cdn.org/media/course/image/05e356d1-69f4-48d4-a839-955c3521409e-0226b3230475.jpg","How to Write a Novel:
Writing the Draft…Schools and Partners: UBCx…Course","https://www.edx.org/course/how-to-write-a-novel-writing-the-draft?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=4"
"1668780926-9670","https://www.edx.org/search?tab=course&subject=Humanities","Forma poética y función
práctica del trazo
manuscrito","UC3Mx","https://prod-discovery.edx-cdn.org/media/course/image/1e565dc6-7ed0-4cd8-8747-a867f035f34f-750f9f5ab85f.jpeg","Forma poética y función
práctica del trazo
manuscrito…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/forma-poetica-y-funcion-practica-del-trazo-manuscrito?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=5"
"1668780926-9671","https://www.edx.org/search?tab=course&subject=Humanities","Comunicación oral en
entornos jurídicos","URosarioX","https://prod-discovery.edx-cdn.org/media/course/image/ac202226-5a58-40de-8b70-977447e5a5ee-4768362e4c9b.jpeg","Comunicación oral en
entornos jurídicos…Schools and Partners: URosarioX…Course","https://www.edx.org/course/comunicacion-oral-en-entornos-juridicos?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=6"
"1668780926-9672","https://www.edx.org/search?tab=course&subject=Humanities","Sign Language Science:
Factors Contributing to
Natural Change","GeorgetownX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sign Language Science:
Factors Contributing to
Natural Change…Schools and Partners: GeorgetownX…Course","https://www.edx.org/course/factors-contributing-to-natural-change?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=7"
"1668780926-9673","https://www.edx.org/search?tab=course&subject=Humanities","Letteratura latina, dalle
origini all'età augustea","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Letteratura latina, dalle
origini all'età augustea…Schools and Partners: FedericaX…Course","https://www.edx.org/course/letteratura-latina-dalle-origini-alleta-augustea?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=8"
"1668780926-9674","https://www.edx.org/search?tab=course&subject=Humanities","Imparare il latino
attraverso lo studio dei
papiri","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Imparare il latino
attraverso lo studio dei
papiri…Schools and Partners: FedericaX…Course","https://www.edx.org/course/imparare-il-latino-attraverso-lo-studio-dei-papiri?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=9"
"1668780926-9675","https://www.edx.org/search?tab=course&subject=Humanities","Introducción a los
derechos humanos","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Introducción a los
derechos humanos…Schools and Partners: URosarioX…Course","https://www.edx.org/course/introduccion-a-los-derechos-humanos?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=10"
"1668780926-9676","https://www.edx.org/search?tab=course&subject=Humanities","Enfoque diferencial para
el logro de la igualdad","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Enfoque diferencial para
el logro de la igualdad…Schools and Partners: URosarioX…Course","https://www.edx.org/course/enfoque-diferencial-para-el-logro-de-la-igualdad?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=11"
"1668780926-9677","https://www.edx.org/search?tab=course&subject=Humanities","Derechos humanos y
empresas","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Derechos humanos y
empresas…Schools and Partners: URosarioX…Course","https://www.edx.org/course/derechos-humanos-y-empresas?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=12"
"1668780926-9678","https://www.edx.org/search?tab=course&subject=Humanities","Writing successfully for
the Stage","UniversityofCambridge","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Writing successfully for
the Stage…Schools and Partners: UniversityofCambridge…Course","https://www.edx.org/course/writing-successfully-for-the-stage?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=13"
"1668780926-9679","https://www.edx.org/search?tab=course&subject=Humanities","Finding your voice as a
playwright","UniversityofCambridge","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Finding your voice as a
playwright…Schools and Partners: UniversityofCambridge…Course","https://www.edx.org/course/finding-your-voice-as-a-playwright?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=14"
"1668780926-9680","https://www.edx.org/search?tab=course&subject=Humanities","Desafíos de los derechos
humanos hoy","JaverianaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Desafíos de los derechos
humanos hoy…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/desafios-de-los-derechos-humanos-hoy?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=15"
"1668780926-9681","https://www.edx.org/search?tab=course&subject=Humanities","Impacto de las TIC en la
vida de las familias","JaverianaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Impacto de las TIC en la
vida de las familias…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/impacto-de-las-tic-en-la-vida-de-las-familias?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=16"
"1668780926-9682","https://www.edx.org/search?tab=course&subject=Humanities","How to Write a Novel:
Structure & Outline","UBCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","How to Write a Novel:
Structure & Outline…Schools and Partners: UBCx…Course","https://www.edx.org/course/how-to-write-a-novel-structure-outline?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=17"
"1668780926-9683","https://www.edx.org/search?tab=course&subject=Humanities","Capstone: Bringing it all
together","UniversityofCambridge","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Capstone: Bringing it all
together…Schools and Partners: UniversityofCambridge…Course","https://www.edx.org/course/capstone-bringing-it-all-together-?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=18"
"1668780926-9684","https://www.edx.org/search?tab=course&subject=Humanities","Humanities in Focus","HKPolyUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Humanities in Focus…Schools and Partners: HKPolyUx…Course","https://www.edx.org/course/Humanities-in-Focus?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=19"
"1668780926-9685","https://www.edx.org/search?tab=course&subject=Humanities","How to Write a Novel: Edit
& Revise","UBCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","How to Write a Novel: Edit
& Revise…Schools and Partners: UBCx…Course","https://www.edx.org/course/how-to-write-a-novel-edit-revise?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=20"
"1668780926-9686","https://www.edx.org/search?tab=course&subject=Humanities","Defining Virtual
Community Projects for
Dynamic Change","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Defining Virtual
Community Projects for
Dynamic Change…Schools and Partners: DoaneX…Course","https://www.edx.org/course/defining-virtual-community-projects-for-dynamic-change?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=21"
"1668780926-9687","https://www.edx.org/search?tab=course&subject=Humanities","Comunicarnos sin daño
para la reconciliación y la
salud mental","JaverianaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Comunicarnos sin daño
para la reconciliación y la
salud mental…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/comunicarnos-sin-dano-para-la-reconciliacion-y-la?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=22"
"1668780926-9688","https://www.edx.org/search?tab=course&subject=Humanities","On-Ramp to AP® French
Language and Culture","WestonHS","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","On-Ramp to AP® French
Language and Culture…Schools and Partners: WestonHS…Course","https://www.edx.org/course/on-ramp-to-ap-french-language-and-culture?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=23"
"1668780926-9689","https://www.edx.org/search?tab=course&subject=Humanities","Comisión de la Verdad
Colombia","JaverianaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Comisión de la Verdad
Colombia…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/comision-de-la-verdad-colombia?index=product_value_experiment_a&queryID=b56c30670fcae90c319c8b2baa21911f&position=24"
"1668780926-9690","https://www.edx.org/search?tab=course&subject=Humanities","Seguridad y Salud en el
Trabajo: Un derecho
fundamental","JaverianaX","https://prod-discovery.edx-cdn.org/media/course/image/184942b9-b69f-4295-9ae2-4106d4eced3a-acf22fdf55ac.jpg","Seguridad y Salud en el
Trabajo: Un derecho
fundamental…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/seguridad-y-salud-en-el-trabajo-un-derecho-fundame?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=1"
"1668780926-9691","https://www.edx.org/search?tab=course&subject=Humanities","Global History Lab","PrincetonX","https://prod-discovery.edx-cdn.org/media/course/image/75c23566-6acf-4db4-85d2-ac8f29f20377-c49ecd049460.jpg","Global History Lab…Schools and Partners: PrincetonX…Course","https://www.edx.org/course/global-history-lab?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=2"
"1668780926-9692","https://www.edx.org/search?tab=course&subject=Humanities","Chinese Language in
Culture: Level 1","MITx","https://prod-discovery.edx-cdn.org/media/course/image/078371aa-510e-4366-9547-04d9868a1e97-9ec1d15b6886.jpeg","Chinese Language in
Culture: Level 1…Schools and Partners: MITx…Course","https://www.edx.org/course/chinese-language-in-culture-level-1?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=3"
"1668780926-9693","https://www.edx.org/search?tab=course&subject=Humanities","Pensamiento creativo","JaverianaX","https://prod-discovery.edx-cdn.org/media/course/image/4a3f5fa4-7e0e-4530-9611-dbe6cd23ff76-3c26de7212b3.png","Pensamiento creativo…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/pensamiento-creativo?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=4"
"1668780926-9694","https://www.edx.org/search?tab=course&subject=Humanities","Noongar Language and
Culture","CurtinX","https://prod-discovery.edx-cdn.org/media/course/image/e8287993-0ef9-4f1d-8ee9-2c9a24b49fd4-eb5457cc264b.jpg","Noongar Language and
Culture…Schools and Partners: CurtinX…Course","https://www.edx.org/course/noongar-language-and-culture?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=5"
"1668780926-9695","https://www.edx.org/search?tab=course&subject=Humanities","Bienestar para el
desarrollo personal y
profesional","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/a8fed6eb-5f93-473a-b0bc-e6e9c3ea9e12-68edf0b7b86a.png","Bienestar para el
desarrollo personal y
profesional…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/para-entender-el-bienestar-y-estar-bien?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=6"
"1668780926-9696","https://www.edx.org/search?tab=course&subject=Humanities","Gender and Sexuality:
Applications in Society","UBCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Gender and Sexuality:
Applications in Society…Schools and Partners: UBCx…Course","https://www.edx.org/course/gender-and-sexuality-applications-in-society?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=7"
"1668780926-9697","https://www.edx.org/search?tab=course&subject=Humanities","Positive Behavior Support
for Young Children","UWashingtonX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Positive Behavior Support
for Young Children…Schools and Partners: UWashingtonX…Course","https://www.edx.org/course/positive-behavior-support-for-young-children?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=8"
"1668780926-9698","https://www.edx.org/search?tab=course&subject=Humanities","Poetry in America:
Modernism","HarvardX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Poetry in America:
Modernism…Schools and Partners: HarvardX…Course","https://www.edx.org/course/poetry-in-america-modernism?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=9"
"1668780926-9699","https://www.edx.org/search?tab=course&subject=Humanities","Becoming a Resilient
Person - The Science of
Stress Management","UWashingtonX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Becoming a Resilient
Person - The Science of
Stress Management…Schools and Partners: UWashingtonX…Course","https://www.edx.org/course/becoming-a-resilient-person-the-science-of-stress?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=10"
"1668780926-9700","https://www.edx.org/search?tab=course&subject=Humanities","What is Poetry? An
Introduction to Literary
Analysis","NewcastleX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","What is Poetry? An
Introduction to Literary
Analysis…Schools and Partners: NewcastleX…Course","https://www.edx.org/course/what-is-poetry?index=product_value_experiment_a&queryID=97becb8cbbd633fb584bf3f34cecbff1&position=11"
