web-scraper-order,web-scraper-start-url,name,school,image-src,link,link-href
"1668781455-14153","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Planeación estratégica
para el desarrollo de
organizaciones saludabl…","AnahuacX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Planeación estratégica
para el desarrollo de
organizaciones saludabl……Schools and Partners: AnahuacX…Course","https://www.edx.org/course/planeacion-estrategica-para-el-desarrollo-de-organizaciones-saludables?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=15"
"1668781455-14154","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Effecting Digital
Transformation with  Data
Analytics Projects","UMD, USMx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Effecting Digital
Transformation with  Data
Analytics Projects…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/effecting-digital-transformation-with-data-analytics-projects?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=16"
"1668781455-14155","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Influence Essentials for
Leadership and Marketing","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Influence Essentials for
Leadership and Marketing…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/influence-essentials-for-leadership-and-marketing?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=17"
"1668781455-14156","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Happier Employees and
Return-On-Investment
Course","UTAustinX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Happier Employees and
Return-On-Investment
Course…Schools and Partners: UTAustinX…Course","https://www.edx.org/course/happier-employees-and-return-on-investment-course?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=18"
"1668781455-14157","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Fundamentals of
Advocacy in Health Policy","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Fundamentals of
Advocacy in Health Policy…Schools and Partners: DoaneX…Course","https://www.edx.org/course/fundamentals-of-advocacy-in-health-policy?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=19"
"1668781455-14158","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Valoración de Futbolistas
con el Método AHP","UPValenciaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Valoración de Futbolistas
con el Método AHP…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/valoracion-de-futbolistas-con-el-metodo-ahp?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=20"
"1668781455-14159","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Leading in a Complex
Environment","UQx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Leading in a Complex
Environment…Schools and Partners: UQx…Course","https://www.edx.org/course/leading-in-a-complex-environment?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=21"
"1668781455-14160","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Estrategias de
transformación ante la
crisis empresarial","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Estrategias de
transformación ante la
crisis empresarial…Schools and Partners: URosarioX…Course","https://www.edx.org/course/estrategias-de-transformacion-ante-la-crisis-empresarial?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=22"
"1668781455-14161","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Sustainable Agri-food
Marketing","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sustainable Agri-food
Marketing…Schools and Partners: DoaneX…Course","https://www.edx.org/course/sustainable-agri-food-marketing?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=23"
"1668781455-14162","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Creating and Sustaining
an Innovation Culture","UQx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Creating and Sustaining
an Innovation Culture…Schools and Partners: UQx…Course","https://www.edx.org/course/creating-and-sustaining-an-innovation-culture?index=product_value_experiment_a&queryID=cf232595dfdd647be8567b655ed86ffb&position=24"
"1668781455-14163","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Estrategias de promoción
de entornos laborales
saludables","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/c29eab7f-78ff-4296-8b9b-994eae0df815-1bdd37a22402.jpeg","Estrategias de promoción
de entornos laborales
saludables…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/estrategias-de-promocion-de-entornos-laborales-saludables?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=1"
"1668781455-14164","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Fundamentos de la
innovación empresarial","URosarioX","https://prod-discovery.edx-cdn.org/media/course/image/d5157969-4dae-4bb0-9216-7d54c4dcf1dd-b9817d00c409.png","Fundamentos de la
innovación empresarial…Schools and Partners: URosarioX…Course","https://www.edx.org/course/fundamentos-de-la-innovacion-empresarial?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=2"
"1668781455-14165","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Sustainability & Major
Sport Events: Principles","HBKUx","https://prod-discovery.edx-cdn.org/media/course/image/b16e7bfa-2b5d-4a72-a734-95343a0c97bf-5a5861383984.jpg","Sustainability & Major
Sport Events: Principles…Schools and Partners: HBKUx…Course","https://www.edx.org/course/sustainability-major-sport-events-principles-2?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=3"
"1668781455-14166","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Leadership and Diversity
in Mining","UQx","https://prod-discovery.edx-cdn.org/media/course/image/e14337bf-5cee-4d6d-bc5b-d26332c4bf04-af360c4d268e.jpeg","Leadership and Diversity
in Mining…Schools and Partners: UQx…Course","https://www.edx.org/course/leadership-and-diversity-in-mining?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=4"
"1668781455-14167","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Estrategia de
Posicionamiento 4.0","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/79b12bbb-9f12-4e50-bd90-b9a6d51dba60-8ff43b73b403.jpeg","Estrategia de
Posicionamiento 4.0…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/estrategia-de-posicionamiento-40?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=5"
"1668781455-14168","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Urban Infrastructure
Management","EPFLx","https://prod-discovery.edx-cdn.org/media/course/image/696dfc26-04dd-45c3-9b71-30b1a3d63f8b-0b5821f3ad67.jpg","Urban Infrastructure
Management…Schools and Partners: EPFLx…Course","https://www.edx.org/course/urban-infrastructure-management?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=6"
"1668781455-14169","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Visualización y
manipulación de datos
con Tableau","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Visualización y
manipulación de datos
con Tableau…Schools and Partners: FedericaX…Course","https://www.edx.org/course/data-visualisation?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=7"
"1668781455-14170","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Essentials of Lifestyle
Medicine and Population
Health","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Essentials of Lifestyle
Medicine and Population
Health…Schools and Partners: DoaneX…Course","https://www.edx.org/course/essentials-of-lifestyle-medicine-and-population-he?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=8"
"1668781455-14171","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Demand Management in a
Demand Driven Supply
Chain","ISCEA","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Demand Management in a
Demand Driven Supply
Chain…Schools and Partners: ISCEA…Course","https://www.edx.org/course/demand-management-in-a-demand-driven-supply-chain?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=9"
"1668781455-14172","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Strategic Planning for
Public Libraries","MichiganX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Strategic Planning for
Public Libraries…Schools and Partners: MichiganX…Course","https://www.edx.org/course/strategic-planning-for-public-libraries?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=10"
"1668781455-14173","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Cloud Cost Management:
Optimization Strategies","AWS","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Cloud Cost Management:
Optimization Strategies…Schools and Partners: AWS…Course","https://www.edx.org/course/cloud-cost-management-optimization-strategies?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=11"
"1668781455-14174","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Platform-Based Analytics","IUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Platform-Based Analytics…Schools and Partners: IUx…Course","https://www.edx.org/course/platform-based-analytics-2?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=12"
"1668781455-14175","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Engagement Banking","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Engagement Banking…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/engagement-banking?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=13"
"1668781455-14176","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Developing Breakthrough
Innovations with the
Three Box Solution","DartmouthX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Developing Breakthrough
Innovations with the
Three Box Solution…Schools and Partners: DartmouthX…Course","https://www.edx.org/course/developing-breakthrough-innovations-with-the-three?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=14"
"1668781455-14177","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Reinvent yourself:
Unleash your creativity","UTHealthSPHx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Reinvent yourself:
Unleash your creativity…Schools and Partners: UTHealthSPHx…Course","https://www.edx.org/course/reinvent-yourself-unleash-your-creativity?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=15"
"1668781455-14178","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Jumpstart into
Entrepreneurship","DavidsonX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Jumpstart into
Entrepreneurship…Schools and Partners: DavidsonX…Course","https://www.edx.org/course/jumpstart-into-entrepreneurship?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=16"
"1668781455-14179","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Economia e gestione delle
imprese","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Economia e gestione delle
imprese…Schools and Partners: FedericaX…Course","https://www.edx.org/course/economia-e-gestione-delle-imprese-2?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=17"
"1668781455-14180","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Einführung in Marketing","RWTHx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Einführung in Marketing…Schools and Partners: RWTHx…Course","https://www.edx.org/course/einfuhrung-in-marketing?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=18"
"1668781455-14181","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Arquitectura de la
información y datos
digitales","AnahuacX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Arquitectura de la
información y datos
digitales…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/arquitectura-de-la-informacion-y-datos-digitales?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=19"
"1668781455-14182","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Designing Project
Information Hubs for
Program and Project Per…","UMD, USMx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Designing Project
Information Hubs for
Program and Project Per……Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/PMCOMM04?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=20"
"1668781455-14183","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Statistics for Business
Analytics: Samples and
Populations","UQx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Statistics for Business
Analytics: Samples and
Populations…Schools and Partners: UQx…Course","https://www.edx.org/course/statistics-for-business-and-economics-hypothesis-testing?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=21"
"1668781455-14184","https://www.edx.org/search?tab=course&subject=Business+%26+Management","The Art and Science of
Decision Making","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","The Art and Science of
Decision Making…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/the-art-and-science-of-decision-making?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=22"
"1668781455-14185","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Diseño de Estrategias
Exitosas y Acciones
Incontenibles","GalileoX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Diseño de Estrategias
Exitosas y Acciones
Incontenibles…Schools and Partners: GalileoX…Course","https://www.edx.org/course/diseno-de-estrategias-exitosas-y-acciones-inconten?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=23"
"1668781455-14186","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Future Skills","seakademieX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Future Skills…Schools and Partners: seakademieX…Course","https://www.edx.org/course/future-skills?index=product_value_experiment_a&queryID=68a411e2fdc7d4ffc21450e5351dc7f2&position=24"
"1668781455-14187","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Introduction to Innovation
and Entrepreneurship","IsraelX","https://prod-discovery.edx-cdn.org/media/course/image/e1d9f6f6-d291-4806-a2e9-e4a85314d5b9-88673ed2d974.png","Introduction to Innovation
and Entrepreneurship…Schools and Partners: IsraelX…Course","https://www.edx.org/course/introduction-to-innovation-and-entrepreneurship-101?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=1"
"1668781455-14188","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Consideraciones para el
cumplimiento y aplicación
de la NOM-035","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/ceafa934-4d4c-4edd-8834-aac6323aeef1-df33d0c52eec.jpeg","Consideraciones para el
cumplimiento y aplicación
de la NOM-035…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/consideraciones-para-el-cumplimiento-y-aplicacion-de-la-nom-035?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=2"
"1668781455-14189","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Advancing Equity and
Inclusion Through Gender
Partnership","CatalystX","https://prod-discovery.edx-cdn.org/media/course/image/1a3329bc-02c2-462a-96d3-08711d829cff-423dec0517bf.png","Advancing Equity and
Inclusion Through Gender
Partnership…Schools and Partners: CatalystX…Course","https://www.edx.org/course/gender-partnership?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=3"
"1668781455-14190","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Business and Technology","ACCA","https://prod-discovery.edx-cdn.org/media/course/image/7b4a9af0-0be1-47a6-9d4d-444740e8ee28-374efccca126.png","Business and Technology…Schools and Partners: ACCA…Course","https://www.edx.org/course/business-and-technology?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=4"
"1668781455-14191","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Global Food Futures and
Agri-food Systems
Solutions","DoaneX","https://prod-discovery.edx-cdn.org/media/course/image/978f9eb5-0d93-4ee8-b7a7-a839eb7c62d8-8109eb52a5ea.jpg","Global Food Futures and
Agri-food Systems
Solutions…Schools and Partners: DoaneX…Course","https://www.edx.org/course/global-food-futures-and-agri-food-systems-solution?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=5"
"1668781455-14192","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Entrepreneurial Mindset","TecdeMonterreyX","https://prod-discovery.edx-cdn.org/media/course/image/79736502-e25d-45dd-89c0-b43bf8ccefd2-ec2b5afafc2f.jpeg","Entrepreneurial Mindset…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/entrepreneurial-mindset?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=6"
"1668781455-14193","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Capstone Economics and
Policies for a Circular
Economy","WageningenX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Capstone Economics and
Policies for a Circular
Economy…Schools and Partners: WageningenX…Course","https://www.edx.org/course/capstone-economics-policies-for-a-circular-economy?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=7"
"1668781455-14194","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Fundamentals of
Entrepreneurship in the
Family Business","TecdeMonterreyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Fundamentals of
Entrepreneurship in the
Family Business…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/fundamentals-of-entrepreneurship-in-the-family-business?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=8"
"1668781455-14195","https://www.edx.org/search?tab=course&subject=Business+%26+Management","The Program Manager –
Applying Power Skills and
Digital Enablers to Creat…","UMD, USMx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","The Program Manager –
Applying Power Skills and
Digital Enablers to Creat……Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/the-program-manager-applying-power-skills-and-digital-enablers-to-engage-and-create-continual-change?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=9"
"1668781455-14196","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Leadership focused on
Human Flourishing","TecdeMonterreyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Leadership focused on
Human Flourishing…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/leadership-focused-on-human-flourishing?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=10"
"1668781455-14197","https://www.edx.org/search?tab=course&subject=Business+%26+Management","日式经营管理 Japanese
Business Management","WasedaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","日式经营管理 Japanese
Business Management…Schools and Partners: WasedaX…Course","https://www.edx.org/course/japanese-business-management-ri-shi-jing-ying-guan-li?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=11"
"1668781455-14198","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Communication Skills and
Teamwork","FullbridgeX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Communication Skills and
Teamwork…Schools and Partners: FullbridgeX…Course","https://www.edx.org/course/communication-skills-and-teamwork-2?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=12"
"1668781455-14199","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Sustainability & Major
Sport Events:
Implementation","HBKUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sustainability & Major
Sport Events:
Implementation…Schools and Partners: HBKUx…Course","https://www.edx.org/course/sustainability-major-sport-events-implementation?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=13"
"1668781455-14200","https://www.edx.org/search?tab=course&subject=Business+%26+Management","The ABC of Business
Communication","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","The ABC of Business
Communication…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/the-abc-of-business-communication?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=14"
"1668781455-14201","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Human-Centered Design
for Work at a Distance:
Prototype Solutions","UBCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Human-Centered Design
for Work at a Distance:
Prototype Solutions…Schools and Partners: UBCx…Course","https://www.edx.org/course/re-imagine-work-course-3?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=15"
"1668781455-14202","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Self-Assessment –
Developing Your
Strengths","FullbridgeX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Self-Assessment –
Developing Your
Strengths…Schools and Partners: FullbridgeX…Course","https://www.edx.org/course/self-assessment-developing-your-strengths-2?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=16"
"1668781455-14203","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Organizational innovation
and creativity","TecdeMonterreyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Organizational innovation
and creativity…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/organizational-innovation-and-creativity?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=17"
"1668781455-14204","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Fundamentals of
Customer Centricity","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Fundamentals of
Customer Centricity…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/fundamentals-of-customer-centricity?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=18"
"1668781455-14205","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Developing the Risk
Management Plan with
Expert Judgement","UMD, USMx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Developing the Risk
Management Plan with
Expert Judgement…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/developing-the-risk-management-plan-with-expert-judgement?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=19"
"1668781455-14206","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Introducción a la gestión
energética con
RETScreen","HECMontrealX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Introducción a la gestión
energética con
RETScreen…Schools and Partners: HECMontrealX…Course","https://www.edx.org/course/introduccion-a-la-gestion-energetica-a-traves-de-retscreen?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=20"
"1668781455-14207","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Management e Marketing
nel turismo","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Management e Marketing
nel turismo…Schools and Partners: FedericaX…Course","https://www.edx.org/course/management-e-marketing-nel-turismo-2?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=21"
"1668781455-14208","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Thought Leadership","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Thought Leadership…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/thought-leadership?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=22"
"1668781455-14209","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Boosting Innovation And
Entrepreneurship In The
Food Sector","UPValenciaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Boosting Innovation And
Entrepreneurship In The
Food Sector…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/boosting-innovation-and-entrepreneurship-in-the-food-sector?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=23"
"1668781455-14210","https://www.edx.org/search?tab=course&subject=Business+%26+Management","How to Buy Cloud -
Strategies for Cloud
Procurement","AWS","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","How to Buy Cloud -
Strategies for Cloud
Procurement…Schools and Partners: AWS…Course","https://www.edx.org/course/how-to-buy-cloud-strategies-for-cloud-procurement?index=product_value_experiment_a&queryID=6f856076c92ef8bf40b159cd047c8870&position=24"
"1668781455-14211","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Managing a Diverse and
Inclusive Workplace for
Public Libraries","MichiganX","https://prod-discovery.edx-cdn.org/media/course/image/43d9e240-5db2-4790-80bf-c39a52802316-28b15b379924.jpg","Managing a Diverse and
Inclusive Workplace for
Public Libraries…Schools and Partners: MichiganX…Course","https://www.edx.org/course/managing-a-diverse-and-inclusive-workplace-for-pub?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=1"
"1668781455-14212","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Positive Leadership","State-Bank-of-India","https://prod-discovery.edx-cdn.org/media/course/image/3f30edb4-e0ae-405f-84e7-6c99bd84b57d-b37d220edf07.jpeg","Positive Leadership…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/positive-leadership?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=2"
"1668781455-14213","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Der Start-up CFO","RWTHx","https://prod-discovery.edx-cdn.org/media/course/image/05f25dd7-51b2-47b9-b044-b73fce5f99ba-59863eb4343d.jpeg","Der Start-up CFO…Schools and Partners: RWTHx…Course","https://www.edx.org/course/start-up-cfo?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=3"
"1668781455-14214","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Global Software
Development","DelftX","https://prod-discovery.edx-cdn.org/media/course/image/25e2174a-cc41-4816-b643-2d4bf351c2e7-7033cb6642f6.jpg","Global Software
Development…Schools and Partners: DelftX…Course","https://www.edx.org/course/global-software-development?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=4"
"1668781455-14215","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Estrategias Sustentables
del  Green Marketing","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/eb15ed56-0e2d-4494-84f8-166333f16a52-e04570767fde.jpeg","Estrategias Sustentables
del  Green Marketing…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/estrategias-sustentables-del-green-marketing?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=5"
"1668781455-14216","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Protothinking® para
proyectos sociales","URosarioX","https://prod-discovery.edx-cdn.org/media/course/image/082b49ed-aec5-42fe-8c22-e0bebd0d7fa0-30189b45c46c.jpeg","Protothinking® para
proyectos sociales…Schools and Partners: URosarioX…Course","https://www.edx.org/course/protothinking-para-proyectos-sociales?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=6"
