web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875191-46628","https://www.udacity.com/courses/all?field=school-of-product-management","Product Manager Interview Preparation","Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/ud034-catalog-image.jpg","freeProduct Manager Interview PreparationAce your product management interview by understanding how to answer key strategic, technical, and practical product questions.Skills CoveredProduct Management, Interview Preparation, Career Advancement, Product Strategy, Technical InterviewView more +Program Detailsbeginner1 WeekProgram Details","https://www.udacity.com/course/product-manager-interview-preparation--ud034","null","null"
"1668875193-46629","https://www.udacity.com/courses/all?field=school-of-data-science","Data Engineer","Data engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd027/nd-card.jpg","nanodegreeData EngineerData engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.Skills CoveredData Modeling, Data Pipelines, Data Lakes, Spark, AirflowPrerequisitesIntermediate Python & SQLView more +Program DetailsDownload Syllabusintermediate5 Months4.6 stars 1783 reviewsIn collaboration with:InsightProgram DetailsDownload SyllabusIn collaboration with:Insight","https://www.udacity.com/course/data-engineer-nanodegree--nd027","4.6","1783"
"1668875193-46630","https://www.udacity.com/courses/all?field=school-of-data-science","Data Scientist","Build effective machine learning models, run data pipelines, build recommendation systems, and deploy solutions to the cloud with industry-aligned projects.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd025/nd-card.jpg","nanodegreeData ScientistBuild effective machine learning models, run data pipelines, build recommendation systems, and deploy solutions to the cloud with industry-aligned projects.Skills CoveredMachine Learning, Deep Learning, Software EngineeringPrerequisitesPython, SQL & StatisticsView more +Program DetailsDownload Syllabusadvanced4 Months4.7 stars 1199 reviewsIn collaboration with:Bertelsmann, Figure Eight, IBM Watson, Insight, Kaggle, StarbucksProgram DetailsDownload SyllabusIn collaboration with:Bertelsmann, Figure Eight, IBM Watson, Insight, Kaggle, Starbucks","https://www.udacity.com/course/data-scientist-nanodegree--nd025","4.7","1199"
"1668875193-46631","https://www.udacity.com/courses/all?field=school-of-data-science","Business Analytics","Gain foundational data skills like analyzing data, modeling business scenarios, and communicating findings.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd100/nd-card.jpg","nanodegreeBusiness AnalyticsGain foundational data skills like analyzing data, modeling business scenarios, and communicating findings.Skills CoveredExcel & Spreadsheets, SQL, Data Visualization, Data DashboardsPrerequisitesNoneView more +Program DetailsDownload Syllabusbeginner3 Months4.8 stars 2642 reviewsIn collaboration with:ModeProgram DetailsDownload SyllabusIn collaboration with:Mode","https://www.udacity.com/course/business-analytics-nanodegree--nd098","4.8","2642"
"1668875193-46632","https://www.udacity.com/courses/all?field=school-of-data-science","Programming for Data Science with Python","Learn the fundamental programming tools for data professionals: Python, SQL, terminal, and Git.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd104/nd-card.jpg","nanodegreeProgramming for Data Science with PythonLearn the fundamental programming tools for data professionals: Python, SQL, terminal, and Git.Skills CoveredPython, Numpy & Pandas, SQL, Git & GitHubPrerequisitesNoneView more +Program DetailsDownload Syllabusbeginner3 Months4.7 stars 1545 reviewsIn collaboration with:ModeProgram DetailsDownload SyllabusIn collaboration with:Mode","https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104","4.7","1545"
"1668875193-46633","https://www.udacity.com/courses/all?field=school-of-data-science","Data Analyst","Use Python, SQL, and statistics to uncover insights, communicate critical findings, and create data-driven solutions.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd002/nd-card.jpg","nanodegreeData AnalystUse Python, SQL, and statistics to uncover insights, communicate critical findings, and create data-driven solutions.Skills CoveredData Wrangling, Matplotlib, Bootstrapping, Pandas & NumPy, StatisticsPrerequisitesPython & SQLView more +Program DetailsDownload Syllabusintermediate4 Months4.6 stars 3485 reviewsIn collaboration with:KaggleProgram DetailsDownload SyllabusIn collaboration with:Kaggle","https://www.udacity.com/course/data-analyst-nanodegree--nd002","4.6","3485"
"1668875193-46634","https://www.udacity.com/courses/all?field=school-of-data-science","SQL","Master SQL, the core language for big data analysis, to enable insight-driven decision-making and strategy.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd072/catalog+image+nd072.jpg","nanodegreeSQLMaster SQL, the core language for big data analysis, to enable insight-driven decision-making and strategy.Skills CoveredSQL, PostgreSQL, JOINs, Subqueries, Window Functions, Partitions, Data Cleaning, DDL, DML, Relational and Non-Relational DatabasesPrerequisitesBasic understanding of data typesView more +Program DetailsDownload Syllabusbeginner2 Months4.6 stars 330 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/learn-sql--nd072","4.6","330"
"1668875193-46635","https://www.udacity.com/courses/all?field=school-of-data-science","Data Product Manager","Apply data science best practices to build products that deliver the right experience to the right users—at the right time.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd030/catalog+image+nd030.jpg","nanodegreeData Product ManagerApply data science best practices to build products that deliver the right experience to the right users—at the right time.Skills CoveredData Science, Product Management, Product Design, Data Visualization, User Journey MapsPrerequisitesPrior Data Analysis & Product Management Experience RecommendedView more +Program DetailsDownload Syllabusintermediate3 Months4.3 stars 218 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-product-manager-nanodegree--nd030","4.3","218"
"1668875193-46636","https://www.udacity.com/courses/all?field=school-of-data-science","Data Analysis and Visualization with Microsoft Power BI","Utilize Microsoft Power BI as a primary tool for data pre-processing, visualization, and analysis.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/6zlIQnEmoOGUINUlGdqxog/66e27c4847426acca10fb1a04abb66da/catalog-card-6.jpg","nanodegreeData Analysis and Visualization with Microsoft Power BIUtilize Microsoft Power BI as a primary tool for data pre-processing, visualization, and analysis.Skills CoveredPower BI,  data visulations,  data modeling,  Extract-Transform-Load,  Data Analytics ExpressionsPrerequisitesMicrosoft ExcelView more +Program DetailsDownload Syllabusbeginner3 Months4.7 stars 252 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-analysis-and-visualization-with-power-BI-nanodegree--nd331","4.7","252"
"1668875193-46637","https://www.udacity.com/courses/all?field=school-of-data-science","Data Engineering with Microsoft Azure","Master job-ready Azure skills like designing data models and utilizing other in-demand components of the cloud computing service.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/1fjwcY3a2Ywmqdyg4Tchg2/c2a4bc64da3c1f946dd98da8df936fbe/catalog-card-25.jpg","nanodegreeData Engineering with Microsoft Azure Master job-ready Azure skills like designing data models and utilizing other in-demand components of the cloud computing service.Skills CoveredDatabase Normalization,  Data Modeling Basics,  PostgreSQL,  SQL and SQL scripting, Denormalized Data Schemas,  Relational data modeling,  OLAP Cubes,  Data Warehouse Architecture,  Data Extraction,  Big Data Fluency,  Apache Spark,  Data Lakes,  Apache Airflow,  Azure Pipelines
PrerequisitesExperience with SQL, Python, Azure, and GithubView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-engineering-with-microsoft-azure-nanodegree--nd0277","null","null"
"1668875193-46638","https://www.udacity.com/courses/all?field=school-of-data-science","Data Architect","Learn how to plan, design and implement enterprise data infrastructure solutions and create the blueprints for your organization’s data success.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/57CBhUHtTbT21Fz6kBUCJ9/d98ee0a1bb9fadf93078d07543a1300a/man-with-tablet-catalog-card.jpg","nanodegreeData ArchitectLearn how to plan, design and implement enterprise data infrastructure solutions and create the blueprints for your organization’s data success.Skills CoveredEntity relationship diagrams,  Relational Data Design,  Online Analytical Processing,  Operational Data Stores,  Data Lake Architecture,  Data Governance
PrerequisitesIntermediate Python, SQL, and Basics of ETL/Data PipelinesView more +Program DetailsDownload Syllabusadvanced4 Months4.5 stars 115 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-architect-nanodegree--nd038","4.5","115"
"1668875193-46639","https://www.udacity.com/courses/all?field=school-of-data-science","Data Streaming","Learn how to stream data to unlock key insights in real-time.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd029/nd-card.jpg","nanodegreeData StreamingLearn how to stream data to unlock key insights in real-time.Skills CoveredData Streaming, Spark, Kafka, Kafka Streaming, Spark StreamingPrerequisitesIntermediate Python, SQL, and experience with ETLView more +Program DetailsDownload Syllabusadvanced2 Months4.3 stars 241 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-streaming-nanodegree--nd029","4.3","241"
"1668875193-46640","https://www.udacity.com/courses/all?field=school-of-data-science","Predictive Analytics For Business","Learn essential AI concepts including search, optimization, planning, pattern recognition, and more from experts like Peter Norvig and Sebastian Thrun.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd008/nd-card.jpg","nanodegreePredictive Analytics For BusinessLearn essential AI concepts including search, optimization, planning, pattern recognition, and more from experts like Peter Norvig and Sebastian Thrun.Skills CoveredData Wrangling, Classification, A/B Testing, Forecasting, SegmentationPrerequisitesAlgebra, Descriptive Statistics, and ExcelView more +Program DetailsDownload Syllabusbeginner3 Months4.7 stars 551 reviewsIn collaboration with:AlteryxProgram DetailsDownload SyllabusIn collaboration with:Alteryx","https://www.udacity.com/course/predictive-analytics-for-business-nanodegree--nd008t","4.7","551"
"1668875193-46641","https://www.udacity.com/courses/all?field=school-of-data-science","Data Visualization","Combine data, visuals, and narrative to tell impactful stories and make data-driven decisions.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd197/nd-card.png","nanodegreeData VisualizationCombine data, visuals, and narrative to tell impactful stories and make data-driven decisions.Skills CoveredData Visualization, Tableau, Dashboards, Data StorytellingPrerequisitesBasic Data AnalysisView more +Program DetailsDownload Syllabusbeginner4 Months4.6 stars 206 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-visualization-nanodegree--nd197","4.6","206"
"1668875193-46642","https://www.udacity.com/courses/all?field=school-of-data-science","Digital Freelancer","The goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3U3CiG1FnKGer0emHpwh1N/00ce8f98e0c65bc0f12f304a07373fb5/catalog-card-13.jpg","nanodegreeDigital FreelancerThe goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.Skills CoveredPortfolio Websites,  Professional Networking,  Resumes,  Social Media Presence,  Non-Disclosure Agreements,  Service Agreements,  Freelance Pricing Frameworks,  Invoicing,  Brand Design,  Elevator pitches,  Formal Written Communication,  Project management tools,  Project scopingPrerequisitesBasic computer skillsView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/digital-freelancer-nanodegree--nd083","null","null"
"1668875193-46643","https://www.udacity.com/courses/all?field=school-of-data-science","Data Science for Business Leaders","Master the people, platforms, and processes required to leverage the power of Data Science in your business.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/nd045-catalog-card.jpg","nanodegreeData Science for Business LeadersMaster the people, platforms, and processes required to leverage the power of Data Science in your business.Skills CoveredBusiness Strategy, Data Science, Data Architecture, Machine Learning, Human CapitalPrerequisitesStatistics, Probability, and Business ExperienceView more +Program DetailsDownload Syllabusintermediate2 Months4.4 stars 81 reviewsIn collaboration with:AlteryxProgram DetailsDownload SyllabusIn collaboration with:Alteryx","https://www.udacity.com/course/data-science-for-business-leaders--nd045","4.4","81"
"1668875193-46644","https://www.udacity.com/courses/all?field=school-of-data-science","Programming for Data Science with R","Prepare for a data science career by learning the fundamental data programming tools: R, SQL, command line, and git.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd118/nd-card.jpg","nanodegreeProgramming for Data Science with RPrepare for a data science career by learning the fundamental data programming tools: R, SQL, command line, and git.Skills CoveredR, SQL, GitPrerequisitesNoneView more +Program DetailsDownload Syllabusbeginner3 Months4.8 stars 95 reviewsIn collaboration with:ModeProgram DetailsDownload SyllabusIn collaboration with:Mode","https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118","4.8","95"
"1668875193-46645","https://www.udacity.com/courses/all?field=school-of-data-science","Privacy Engineer","Master the skills necessary to become a successful privacy engineer. Learn to create technical solutions and implement privacy principles by integrating Privacy-by-Design into product development, data infrastructure, and software release lifecycles.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5gPIXxuzpCo816ggPRxvd2/6168722ef2139b7f1c7c016d08165d0d/catalog-card-18.jpg","nanodegreePrivacy EngineerMaster the skills necessary to become a successful privacy engineer. Learn to create technical solutions and implement privacy principles by integrating Privacy-by-Design into product development, data infrastructure, and software release lifecycles.Skills CoveredPrivacy by Design Framework,  Data Minimization,  Data Encryption,  Sensitive Data Tracking,  Hashing,  Privacy Risk Assessment,  Data Privacy Fundamentals,  Data Anonymization,  k-anonymization,  Data Privacy Regulations,  Tiers of Deletion,  Redaction for Data Minimization,  Regional Privacy Regulations,  Data Lifecycle ManagementPrerequisitesPython and SQLView more +Program DetailsDownload Syllabusintermediate2 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/privacy-engineer-nanodegree--nd325","null","null"
"1668875193-46646","https://www.udacity.com/courses/all?field=school-of-data-science","Intro to Data Analysis","Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud170_thumbnail.jpg","freeIntro to Data AnalysisExplore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.Skills CoveredData Analysis, Python, numpy, pandasView more +Program Detailsbeginner6 WeeksProgram Details","https://www.udacity.com/course/intro-to-data-analysis--ud170","null","null"
"1668875193-46647","https://www.udacity.com/courses/all?field=school-of-data-science","SQL for Data Analysis","Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/7FqeT3nCzgYagrlDdSGzmA/d7700e0cf29dfcd75bd84b2246348017/Google_Digital_Leader.jpg","freeSQL for Data AnalysisLearn to use Structured Query Language (SQL) to extract and analyze data stored in databasesSkills CoveredSQL Basics,  SQL Joins,  Data cleaning,  AggregationView more +Program Detailsbeginner4 WeeksIn collaboration with:ModeProgram DetailsIn collaboration with:Mode","https://www.udacity.com/course/sql-for-data-analysis--ud198","null","null"
"1668875193-46648","https://www.udacity.com/courses/all?field=school-of-data-science","Database Systems Concepts & Design","This course presents an example of applying a database application development methodology to a major real-world project.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud150_thumbnail.jpg","freeDatabase Systems Concepts & DesignThis course presents an example of applying a database application development methodology to a major real-world project.Skills CoveredDatabase Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL InjectionView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/database-systems-concepts-design--ud150","null","null"
"1668875193-46649","https://www.udacity.com/courses/all?field=school-of-data-science","Intro to Inferential Statistics","Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud201_thumbnail.jpg","freeIntro to Inferential StatisticsIntro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!Skills CoveredInferential Statistics, Hypothesis Testing, T-tests, ANOVAView more +Program Detailsbeginner2 MonthsProgram Details","https://www.udacity.com/course/intro-to-inferential-statistics--ud201","null","null"
"1668875193-46650","https://www.udacity.com/courses/all?field=school-of-data-science","Spark","Master how to work with big data and build machine learning models at scale using Spark!","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-image-ud2002.png","freeSparkMaster how to work with big data and build machine learning models at scale using Spark!Skills CoveredSpark, SparkSQL, Spark Dataframes, Data Wrangling, Machine LearningView more +Program Detailsintermediate10 HoursIn collaboration with:InsightProgram DetailsIn collaboration with:Insight","https://www.udacity.com/course/learn-spark-at-udacity--ud2002","null","null"
"1668875193-46651","https://www.udacity.com/courses/all?field=school-of-data-science","Data Analysis and Visualization","This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud404_thumbnail.jpg","freeData Analysis and VisualizationThis course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques.Skills CoveredR, Data Analysis, Data Visualization, RegressionView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/data-analysis-and-visualization--ud404","null","null"
"1668875195-46652","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Introduction to Cybersecurity","Get your start in the high growth field of cybersecurity by building foundational skills including evaluating, maintaining, and monitoring the security of computer systems.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/2K7F3sZGMIBSQyHuc2fbfj/8368f9164bdc1140f4727e57a3fef782/class-intro-cybersecurity-2x.jpg","nanodegreeIntroduction to CybersecurityGet your start in the high growth field of cybersecurity by building foundational skills including evaluating, maintaining, and monitoring the security of computer systems.Skills CoveredThreat Assessment, Security Vulnerabilities, Compliance, Governance, Risk, Incident ResponsePrerequisitesBasic knowledge of network connectivity and OS fundamentalsView more +Program DetailsDownload Syllabusbeginner4 Months4.5 stars 160 reviewsIn collaboration with:SecurityScorecardProgram DetailsDownload SyllabusIn collaboration with:SecurityScorecard","https://www.udacity.com/course/intro-to-cybersecurity-nanodegree--nd545","4.5","160"
"1668875195-46653","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Ethical Hacker","Learn how to find and exploit vulnerabilities, design and execute penetration testing plans, and report on test findings.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/ypVRWKWZrBVAcMHpImAlE/85d792aa2d7029de93dac8e7f218fcd0/class-ethical-hacker-2x.jpg","nanodegreeEthical HackerLearn how to find and exploit vulnerabilities, design and execute penetration testing plans, and report on test findings.Skills CoveredVulnerability Management,  Penetration Testing,  Reconnaissance,  Social Engineering,  Open-source intelligence,  System and Application AuditingPrerequisitesLinux, Networking, Programming and Window OSView more +Program DetailsDownload Syllabusadvanced2 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/ethical-hacker-nanodegree--nd350","null","null"
"1668875195-46654","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Security Engineer","Take advantage of the growing need for skilled security professionals by mastering the sought-after skills to protect an organization’s computer networks and systems from security threats or attacks.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5fNGwsIZvA6UD7bYtvHiN2/86703f692bd5af5599cbfadedd287c89/class-security-engineer-2x.jpg","nanodegreeSecurity EngineerTake advantage of the growing need for skilled security professionals by mastering the sought-after skills to protect an organization’s computer networks and systems from security threats or attacks.Skills CoveredCryptography, Risk Evaluation, Authentication, Authorization, Access
Management, Penetration TestingPrerequisitesBasics of Python, experience configuring AWS and Linux environmentsView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 57 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/security-engineer-nanodegree--nd698","4.7","57"
"1668875195-46655","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Cybersecurity for Business Leaders","Learn to leverage the capabilities of cybersecurity best practices to protect your organization and unlock next-level results.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/6BtzIPaRvC7xGoL8Y5kbhV/6adc6a974c3b6282474fc8c75ad8ec61/catalog-card.jpg","nanodegreeCybersecurity for Business LeadersLearn to leverage the capabilities of cybersecurity best practices to protect your organization and unlock next-level results.Skills CoveredBasic Cybersecurity Implementation,  Threat Actors,  Security Devices,  Vulnerability Assessment,  Security Risk Classification,  Cybersecurity Fluency,  Cybersecurity Risk Management,  Cybersecurity Training Strategies,  Social Engineering,  Phishing,  Cybersecurity incident response playbooks,  Cybersecurity Regulations and StandardsPrerequisitesNo prior experience is requiredView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/cybersecurity-for-business-leaders--nd1202","null","null"
"1668875195-46656","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Security Architect","The goal of the Security Architect Nanodegree is to equip learners with the necessary skills to implement elements of security infrastructure design and management at an enterprise level.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/1VcOmqhXTTTeEaur3Uu1j5/4157ffe40a5101b857f90f70445b8ef5/catalog-card-12.jpg","nanodegreeSecurity ArchitectThe goal of the Security Architect Nanodegree is to equip learners with the necessary skills to implement elements of security infrastructure design and management at an enterprise level.Skills CoveredThreat Modeling,  DiD Framework,  Cybersecurity Risk Management,  Incident Response Playbooks,  Network Security Fundamentals,  Architecture Diagramming,  Access Control MatricesPrerequisitesLinux and AWSView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/security-architect-nanodegree--nd992","null","null"
"1668875195-46657","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Security Analyst","Learn to identify, correct, and respond to security weaknesses and incidents through open-ended projects that mimic workplace security challenges.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5gQqNSHiFbICrJHhibYW0r/87fe3c7bcc54d8ecbcc6cb4f47d1b3a5/class-security-analyst-2x.jpg","nanodegreeSecurity AnalystLearn to identify, correct, and respond to security weaknesses and incidents through open-ended projects that mimic workplace security challenges.Skills CoveredSecurity controls,  Defensible Network Architecture,  security threat mitigation,  threat modeling,  vulnerability assessment,  incident detection and handlingPrerequisitesExperience with Python, SQL, and security fundamentalsView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/security-analyst-nanodegree--nd324","null","null"
"1668875195-46658","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Enterprise Security","This program addresses security topics related to corporate environments, which are often distinct from production environments and center around the devices, identities, and infrastructure used by personnel on a daily basis.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/1qlR5fk0nNVgPj5GJUxZE8/af8e17c22232ee6ccaf0f9d837090241/catalog-card-14.jpg","nanodegreeEnterprise SecurityThis program addresses security topics related to corporate environments, which are often distinct from production environments and center around the devices, identities, and infrastructure used by personnel on a daily basis.Skills CoveredDevice Hardening Strategy,  Cybersecurity Policy Writing,  Zero Trust Security Model,  Data Encryption,  Backup Strategy,  API Security,  Cloud Hardening Strategy,  Container Vulnerability Management,  IT Asset Management,  Secure Network Architecture Design,  Cybersecurity CompliancePrerequisitesLinux and AzureView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/enterprise-security-nanodegree--nd0035","null","null"
"1668875195-46659","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Data Privacy","Equip yourself with industry-guided data privacy best practices for physical or virtual office environments.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/2vVACW4KN2UBHM5P5zfFUt/4c914fcd2e2aa03278edea41ba8f0c75/catalog-card-22.jpg","courseData PrivacyEquip yourself with industry-guided data privacy best practices for physical or virtual office environments.Skills CoveredPrivacy Impact Assessments,  Data privacy fundamentals,  Data privacy classification,  Data privacy governance,  Data privacy checklists,  Data privacy best practices,  Data loss prevention,  Technical cybersecurity controls,  Procedural cybersecurity controls,  Cybersecurity controls,  NIST Cybersecurity framework,  Data privacy regulationsPrerequisitesUnderstanding of data privacy regulations and cybersecurity best practicesView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-privacy--cd1826","null","null"
"1668875195-46660","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Zero Trust Security","Learners leave the course with a reinvigorated perspective on cybersecurity and a lexicon of practices and solutions that support what is rapidly becoming the new dominant strategy in enterprise security.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/14uVl1pCUPtJOPQHOrnrLi/88053c1e79fd3798b42a1c1bc533e74f/catalog-card_2.jpg","courseZero Trust SecurityLearners leave the course with a reinvigorated perspective on cybersecurity and a lexicon of practices and solutions that support what is rapidly becoming the new dominant strategy in enterprise security.Skills CoveredZero Trust Pillars,  Zero Trust Security Model,  Zero Trust Deployment Strategy,  Zero Trust Maturity Model,  Zero Trust Algorithms,  Cybersecurity Risk Management,  Perimeter SecurityPrerequisitesFamiliarity with basic cybersecurity concepts and practicesView more +Program DetailsDownload Syllabusintermediate1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/zero-trust-security--cd11535","null","null"
"1668875195-46661","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Intro to Information Security","","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud459_thumbnail.jpg","freeIntro to Information SecuritySkills CoveredSoftware Security, Cryptography, Network Security, Privacy, Public PolicyView more +Program DetailsintermediateIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/intro-to-information-security--ud459","null","null"
"1668875195-46662","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Cyber-Physical Systems Security","This course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud279_thumbnail.jpg","freeCyber-Physical Systems SecurityThis course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.Skills CoveredIndustrial Networks, Industrial Control Systems, Smart Grid Infrastructure, Cyber Security, PrivacyView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/cyber-physical-systems-security--ud279","null","null"
"1668875195-46663","https://www.udacity.com/courses/all?field=school-of-cybersecurity","Network Security","This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/7lJEXJoUaWm6i52ArquLZM/935cc985b1f8f685687b5498b33a8aa3/Screenshot_2021-04-08_at_8.25.43_PM.png","freeNetwork SecurityThis course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.Skills CoveredBasic elements of cryptography,  cryptanalysis and systems security,  security researchView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/network-security--ud199","null","null"
"1668875197-46664","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Data Engineer","Data engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd027/nd-card.jpg","nanodegreeData EngineerData engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.Skills CoveredData Modeling, Data Pipelines, Data Lakes, Spark, AirflowPrerequisitesIntermediate Python & SQLView more +Program DetailsDownload Syllabusintermediate5 Months4.6 stars 1783 reviewsIn collaboration with:InsightProgram DetailsDownload SyllabusIn collaboration with:Insight","https://www.udacity.com/course/data-engineer-nanodegree--nd027","4.6","1783"
