web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875189-46496","https://www.udacity.com/courses/all?field=school-of-programming","Microsoft Power Platform","Learn to build powerful and effective solutions with ease with Microsoft Power Platform. Created in partnership with the Microsoft Power Platform team, this course will introduce you to efficient low-code solutions for data analytics, app development, and artifical intelligence.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/4zQNZsgJwlMD2FuRJHpySm/923245c5ba5d25e2b9a04eae08ec3fc1/woman-working-on-power-apps.jpg","freeMicrosoft Power PlatformLearn to build powerful and effective solutions with ease with Microsoft Power Platform. Created in partnership with the Microsoft Power Platform team, this course will introduce you to efficient low-code solutions for data analytics, app development, and artifical intelligence.Skills CoveredMicrosoft Power Platform, Power Apps, Power Automate, Azure AI BuilderView more +Program Detailsbeginner1 MonthIn collaboration with:MicrosoftProgram DetailsIn collaboration with:Microsoft","https://www.udacity.com/course/microsoft-power-platform--ud091","null","null"
"1668875189-46497","https://www.udacity.com/courses/all?field=school-of-programming","Web Tooling & Automation","In this course, you’ll learn how to setup your development environment and save a lot of time and effort with automatic optimization.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud892_thumbnail.jpg","freeWeb Tooling & AutomationIn this course, you’ll learn how to setup your development environment and save a lot of time and effort with automatic optimization.Skills CoveredInstalling Sublime Text, Installing Plugins, Gulp, Live Editing, ESLintView more +Program Detailsintermediate3 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/web-tooling-automation--ud892","null","null"
"1668875189-46498","https://www.udacity.com/courses/all?field=school-of-programming","Front End Frameworks","Explore and build interactive, single-page applications with popular JavaScript frameworks!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud894_thumbnail.jpg","freeFront End FrameworksExplore and build interactive, single-page applications with popular JavaScript frameworks!Skills CoveredSingle Page Applications, Building Angular apps, Building Ember apps, Underscore's template function, Backbone events and routingView more +Program Detailsadvanced8 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/front-end-frameworks--ud894","null","null"
"1668875189-46499","https://www.udacity.com/courses/all?field=school-of-programming","Responsive Web Design Fundamentals","Learn and practice strategies for developing websites that look great on every device! Made with Google's Pete LePage.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud893_thumbnail.jpg","freeResponsive Web Design FundamentalsLearn and practice strategies for developing websites that look great on every device! Made with Google's Pete LePage.Skills CoveredResponsive design patterns, Remote debugging and emulation, Optimizing layout, CSS media queries, CSS flexboxView more +Program Detailsintermediate2 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/responsive-web-design-fundamentals--ud893","null","null"
"1668875189-46500","https://www.udacity.com/courses/all?field=school-of-programming","How to Install Android Studio","Participate in this short tutorial to install Android Studio on your computer and set up a new project using the program's Project Wizard.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3XVarlWIWEINKKFLloNUoO/4e96a332377e753af6e4b6e74574d487/Screenshot_2021-09-17_at_2.34.40_PM.png","freeHow to Install Android StudioParticipate in this short tutorial to install Android Studio on your computer and set up a new project using the program's Project Wizard.Skills CoveredAndroid, Android Studio, JavaView more +Program Detailsbeginner1 DayProgram Details","https://www.udacity.com/course/how-to-install-android-studio--ud808","null","null"
"1668875189-46501","https://www.udacity.com/courses/all?field=school-of-programming","Android Basics: Multiscreen Apps","Learn to build multiple screens and link them together, expanding the range of apps you can create! You'll also learn how to play audio and add images to your apps.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud839_thumbnail.jpg","freeAndroid Basics: Multiscreen AppsLearn to build multiple screens and link them together, expanding the range of apps you can create! You'll also learn how to play audio and add images to your apps.Skills CoveredAndroid Development, Intents and Activities, Data, Loops and Custom Classes, Images and Visual Polish, Audio and LibrariesView more +Program Detailsbeginner2 MonthsIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/android-basics-multiscreen-apps--ud839","null","null"
"1668875189-46502","https://www.udacity.com/courses/all?field=school-of-programming","Website Performance Optimization","Learn how browsers convert HTML, CSS and JavaScript into websites while you experiment with Chrome Developer Tools to measure and optimize website speed!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud884_thumbnail.jpg","freeWebsite Performance OptimizationLearn how browsers convert HTML, CSS and JavaScript into websites while you experiment with Chrome Developer Tools to measure and optimize website speed!Skills CoveredChrome Developer Tools, DOM and CSSOM, Critical Rendering Path HTML, CSS and JavaScript optimizationsView more +Program Detailsintermediate1 WeekIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/website-performance-optimization--ud884","null","null"
"1668875189-46503","https://www.udacity.com/courses/all?field=school-of-programming","iOS Networking with Swift","Learn how to incorporate networking into your apps to access data from around the world. Build the On the Map app to share location and fun links with fellow students.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud421_thumbnail.jpg","freeiOS Networking with SwiftLearn how to incorporate networking into your apps to access data from around the world. Build the On the Map app to share location and fun links with fellow students.Skills CoveredNetworking, URLSession, JSON ParsingView more +Program Detailsadvanced3 MonthsProgram Details","https://www.udacity.com/course/ios-networking-with-swift--ud421","null","null"
"1668875189-46504","https://www.udacity.com/courses/all?field=school-of-programming","JavaScript Design Patterns","Learn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud989_thumbnail.jpg","freeJavaScript Design PatternsLearn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework.Skills CoveredSeparating concerns, Code organization, Using an Organizational Library, KnockoutJSView more +Program Detailsadvanced6 WeeksProgram Details","https://www.udacity.com/course/javascript-design-patterns--ud989","null","null"
"1668875189-46505","https://www.udacity.com/courses/all?field=school-of-programming","Android Basics: User Input","Learn how to make your apps interactive using buttons and text! In this course you'll learn the basics of the Java programming language and how to apply them to Android.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud836_thumbnail.jpg","freeAndroid Basics: User InputLearn how to make your apps interactive using buttons and text! In this course you'll learn the basics of the Java programming language and how to apply them to Android.Skills CoveredAndroid Development, Java, Object-Oriented Programming, Conditional Code, Methods, VariablesView more +Program Detailsbeginner4 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/android-basics-user-input--ud836","null","null"
"1668875189-46506","https://www.udacity.com/courses/all?field=school-of-programming","Android Performance","Performance matters to users, so it must matter to you. Learn how to identify and fix bottlenecks in your Android applications, and ensure a smooth user experience.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud825_thumbnail.jpg","freeAndroid PerformancePerformance matters to users, so it must matter to you. Learn how to identify and fix bottlenecks in your Android applications, and ensure a smooth user experience.Skills CoveredAndroid Development, Performance, OptimizationView more +Program Detailsadvanced4 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/android-performance--ud825","null","null"
"1668875189-46507","https://www.udacity.com/courses/all?field=school-of-programming","Responsive Images","Go beyond image tags! Learn how to make images a part of your responsive design workflow.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud882_thumbnail.jpg","freeResponsive ImagesGo beyond image tags! Learn how to make images a part of your responsive design workflow.Skills CoveredResponsive Images, Mobile Image debugging, Creating responsive graphicsView more +Program Detailsintermediate2 WeeksIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/responsive-images--ud882","null","null"
"1668875189-46508","https://www.udacity.com/courses/all?field=school-of-programming","Xcode Debugging","In this course, you'll learn standard methodologies for debugging software, and how to use Xcode's debugging tools to find and squash bugs.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud774_thumbnail.jpg","freeXcode DebuggingIn this course, you'll learn standard methodologies for debugging software, and how to use Xcode's debugging tools to find and squash bugs.Skills CoveredDebugging, LLDBView more +Program Detailsadvanced3 WeeksProgram Details","https://www.udacity.com/course/xcode-debugging--ud774","null","null"
